transcription_type,receipt_id,banner_id,total,transaction_date,transaction_time,sr_no,item_type,qty,upc,price,per_item,rejection_reason,worker_id,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
UPC,745762695,walmart,1.8,05/07/2019,,1,Item,,,,,,,745762695_1,,,,,,,,
UPC,745762881,walmart,33.04,05/06/2019,,1,Item,,,,,,,745762881_1,,,,,,,,
UPC,745763040,walgreens,0.0,05/03/2019,,1,Item,,,,,,,745763040_1,,,,,,,,
UPC,745763229,petsmart,36.38,05/04/2019,,1,Item,,,,,,,745763229_1,745763229_2,745763229_3,,,,,,
UPC,745763316,walmart,84.93,05/07/2019,,1,Item,,,,,,,745763316_1,,,,,,,,
UPC,745763513,fred_meyer,33.09,05/07/2019,,1,Item,,,,,,,745763513_1,745763513_2,745763513_3,,,,,,
UPC,745763653,walmart,28.27,05/07/2019,,1,Item,,,,,,,745763653_1,,,,,,,,
UPC,745763686,walmart,20.64,05/05/2019,,1,Item,,,,,,,745763686_1,,,,,,,,
UPC,745763791,walmart,35.66,04/30/2019,,1,Item,,,,,,,745763791_1,,,,,,,,
UPC,745763863,walgreens,11.95,05/06/2019,,1,Item,,,,,,,745763863_1,,,,,,,,
UPC,745763933,walmart,14.19,05/05/2019,,1,Item,,,,,,,745763933_1,,,,,,,,
UPC,745764135,winco_foods,6.18,05/07/2019,,1,Item,,,,,,,745764135_1,,,,,,,,
UPC,745764230,dollar_general,8.29,05/07/2019,,1,Item,,,,,,,745764230_1,745764230_2,745764230_3,,,,,,
UPC,745764494,walgreens,6.0,05/07/2019,,1,Item,,,,,,,745764494_1,745764494_2,745764494_3,745764494_4,745764494_5,745764494_6,,,
UPC,745765045,walmart,10.6,05/07/2019,,1,Item,,,,,,,745765045_1,,,,,,,,
UPC,745765086,bjs,57.21,05/07/2019,,1,Item,,,,,,,745765086_1,745765086_2,,,,,,,
UPC,745765498,commissary,110.7,05/07/2019,,1,Item,,,,,,,745765498_1,745765498_2,745765498_3,,,,,,
UPC,745765846,walmart,54.68,05/07/2019,,1,Item,,,,,,,745765846_1,,,,,,,,
UPC,745765897,walmart,89.83,05/07/2019,,1,Item,,,,,,,745765897_1,,,,,,,,
UPC,745766026,walgreens,13.84,05/04/2019,,1,Item,,,,,,,745766026_1,,,,,,,,
UPC,745766085,walmart,26.76,04/25/2019,,1,Item,,,,,,,745766085_1,,,,,,,,
UPC,745766245,bjs,18.68,05/01/2019,,1,Item,,,,,,,745766245_1,,,,,,,,
UPC,745766384,petsmart,19.25,05/04/2019,,1,Item,,,,,,,745766384_1,745766384_2,,,,,,,
UPC,745766739,commissary,17.77,05/02/2019,,1,Item,,,,,,,745766739_1,,,,,,,,
UPC,745766930,hornbachers,23.66,04/30/2019,,1,Item,,,,,,,745766930_1,,,,,,,,
UPC,745767158,staples,12.02,05/07/2019,,1,Item,,,,,,,745767158_1,745767158_2,,,,,,,
UPC,745768419,winco_foods,163.56,05/05/2019,,1,Item,,,,,,,745768419_1,745768419_2,745768419_3,,,,,,
UPC,745768619,walmart,72.69,05/05/2019,,1,Item,,,,,,,745768619_1,,,,,,,,
UPC,745768631,walmart,25.72,05/07/2019,,1,Item,,,,,,,745768631_1,,,,,,,,
UPC,745768675,walmart,51.82,05/02/2019,,1,Item,,,,,,,745768675_1,,,,,,,,
UPC,745768823,walmart,16.58,05/01/2019,,1,Item,,,,,,,745768823_1,,,,,,,,
UPC,745769117,winco_foods,2.28,05/03/2019,,1,Item,,,,,,,745769117_1,,,,,,,,
UPC,745769242,walmart,7.29,05/02/2019,,1,Item,,,,,,,745769242_1,,,,,,,,
UPC,745769398,bjs,34.7,04/23/2019,,1,Item,,,,,,,745769398_1,,,,,,,,
UPC,745769529,dollar_general,16.25,05/04/2019,,1,Item,,,,,,,745769529_1,,,,,,,,
UPC,745769683,dollar_general,13.25,05/03/2019,,1,Item,,,,,,,745769683_1,,,,,,,,
UPC,745769848,winco_foods,14.94,05/03/2019,,1,Item,,,,,,,745769848_1,,,,,,,,
UPC,745769873,walgreens,7.63,04/30/2019,,1,Item,,,,,,,745769873_1,,,,,,,,
UPC,745770019,amigo,81.53,05/05/2019,,1,Item,,,,,,,745770019_1,745770019_2,,,,,,,
UPC,745770154,winco_foods,64.76,04/22/2019,,1,Item,,,,,,,745770154_1,,,,,,,,
UPC,745770463,winco_foods,92.79,05/06/2019,,1,Item,,,,,,,745770463_1,745770463_2,,,,,,,
UPC,745770941,dollar_general_market,5.15,05/06/2019,,1,Item,,,,,,,745770941_1,,,,,,,,
UPC,745771236,walmart,38.99,05/03/2019,,1,Item,,,,,,,745771236_1,,,,,,,,
UPC,745771340,walmart,87.34,05/03/2019,,1,Item,,,,,,,745771340_1,,,,,,,,
UPC,745771462,exchange,70.33,05/07/2019,,1,Item,,,,,,,745771462_1,745771462_2,,,,,,,
UPC,745771467,walgreens,12.46,05/06/2019,,1,Item,,,,,,,745771467_1,,,,,,,,
UPC,745771477,walmart,10.66,05/06/2019,,1,Item,,,,,,,745771477_1,,,,,,,,
UPC,745771483,walmart,13.99,05/06/2019,,1,Item,,,,,,,745771483_1,,,,,,,,
UPC,745771519,winco_foods,1.0,04/22/2019,,1,Item,,,,,,,745771519_1,,,,,,,,
UPC,745771614,walgreens,21.07,05/07/2019,,1,Item,,,,,,,745771614_1,745771614_2,,,,,,,
UPC,745771714,bed_bath_and_beyond,65.89,05/04/2019,,1,Item,,,,,,,745771714_1,745771714_2,,,,,,,
UPC,745771771,walmart,59.73,05/06/2019,,1,Item,,,,,,,745771771_1,745771771_2,,,,,,,
UPC,745772014,walmart,31.45,04/26/2019,,1,Item,,,,,,,745772014_1,,,,,,,,
UPC,745772018,winco_foods,8.26,04/22/2019,,1,Item,,,,,,,745772018_1,,,,,,,,
UPC,745772135,walgreens,5.89,04/22/2019,,1,Item,,,,,,,745772135_1,,,,,,,,
UPC,745772363,walmart,215.13,05/01/2019,,1,Item,,,,,,,745772363_1,745772363_2,,,,,,,
UPC,745772688,walmart,24.4,05/01/2019,,1,Item,,,,,,,745772688_1,,,,,,,,
UPC,745772749,bjs,30.2,05/07/2019,,1,Item,,,,,,,745772749_1,,,,,,,,
UPC,745772849,bjs,20.91,05/02/2019,,1,Item,,,,,,,745772849_1,,,,,,,,
UPC,745772851,walgreens,9.55,05/07/2019,,1,Item,,,,,,,745772851_1,,,,,,,,
UPC,745773028,bjs,24.25,05/06/2019,,1,Item,,,,,,,745773028_1,,,,,,,,
UPC,745773038,bjs,150.04,05/03/2019,,1,Item,,,,,,,745773038_1,745773038_2,745773038_3,,,,,,
UPC,745773044,walmart,23.67,04/30/2019,,1,Item,,,,,,,745773044_1,745773044_2,745773044_3,745773044_4,,,,,
UPC,745773132,dollar_general,10.17,05/04/2019,,1,Item,,,,,,,745773132_1,,,,,,,,
UPC,745773486,commissary,16.25,05/07/2019,,1,Item,,,,,,,745773486_1,,,,,,,,
UPC,745773531,walmart,100.9,05/06/2019,,1,Item,,,,,,,745773531_1,,,,,,,,
UPC,745773674,kmart,10.65,05/06/2019,,1,Item,,,,,,,745773674_1,,,,,,,,
UPC,745773828,walmart,70.99,05/02/2019,,1,Item,,,,,,,745773828_1,745773828_2,,,,,,,
UPC,745773891,total_wine_n_more,50.9,05/05/2019,,1,Item,,,,,,,745773891_1,,,,,,,,
UPC,745774069,shopko,36.32,05/07/2019,,1,Item,,,,,,,745774069_1,745774069_2,,,,,,,
UPC,745774147,walmart,15.2,04/26/2019,,1,Item,,,,,,,745774147_1,,,,,,,,
UPC,745774148,walmart,160.12,04/23/2019,,1,Item,,,,,,,745774148_1,,,,,,,,
UPC,745774416,walmart,44.28,05/07/2019,,1,Item,,,,,,,745774416_1,,,,,,,,
UPC,745774589,petsmart,53.48,05/07/2019,,1,Item,,,,,,,745774589_1,745774589_2,,,,,,,
UPC,745774845,walmart,20.87,05/02/2019,,1,Item,,,,,,,745774845_1,,,,,,,,
UPC,745774866,bed_bath_and_beyond,24.43,04/28/2019,,1,Item,,,,,,,745774866_1,745774866_2,,,,,,,
UPC,745775137,bed_bath_and_beyond,10.94,04/28/2019,,1,Item,,,,,,,745775137_1,745775137_2,,,,,,,
UPC,745775170,dollar_general,20.86,05/07/2019,,1,Item,,,,,,,745775170_1,,,,,,,,
UPC,745775195,meijer,135.17,05/07/2019,,1,Item,,,,,,,745775195_1,745775195_2,745775195_3,,,,,,
UPC,745775459,dollar_general,63.46,05/04/2019,,1,Item,,,,,,,745775459_1,,,,,,,,
UPC,745775567,walmart,26.09,05/07/2019,,1,Item,,,,,,,745775567_1,,,,,,,,
UPC,745775829,walgreens,11.4,05/03/2019,,1,Item,,,,,,,745775829_1,745775829_2,,,,,,,
UPC,745775855,family_dollar,25.5,05/02/2019,,1,Item,,,,,,,745775855_1,,,,,,,,
UPC,745776018,bjs,40.64,05/02/2019,,1,Item,,,,,,,745776018_1,,,,,,,,
UPC,745776092,walmart,8.71,05/04/2019,,1,Item,,,,,,,745776092_1,,,,,,,,
UPC,745776221,walmart,80.91,05/07/2019,,1,Item,,,,,,,745776221_1,,,,,,,,
UPC,745776514,walmart,20.49,05/06/2019,,1,Item,,,,,,,745776514_1,,,,,,,,
UPC,745776536,walmart,92.92,05/05/2019,,1,Item,,,,,,,745776536_1,,,,,,,,
UPC,745776541,dollar_general,6.42,05/07/2019,,1,Item,,,,,,,745776541_1,,,,,,,,
UPC,745776561,walmart,54.81,05/02/2019,,1,Item,,,,,,,745776561_1,745776561_2,,,,,,,
UPC,745776626,ulta_beauty_supply,59.3,05/04/2019,,1,Item,,,,,,,745776626_1,,,,,,,,
UPC,745776649,fred_meyer,1.0,05/06/2019,,1,Item,,,,,,,745776649_1,,,,,,,,
UPC,745776681,walmart,249.21,05/05/2019,,1,Item,,,,,,,745776681_1,745776681_2,,,,,,,
UPC,745776699,fred_meyer,84.36,05/06/2019,,1,Item,,,,,,,745776699_1,,,,,,,,
UPC,745776839,total_wine_n_more,54.31,05/07/2019,,1,Item,,,,,,,745776839_1,745776839_2,745776839_3,745776839_4,,,,,
UPC,745776862,walmart,96.85,05/05/2019,,1,Item,,,,,,,745776862_1,,,,,,,,
UPC,745776894,walmart,11.15,05/06/2019,,1,Item,,,,,,,745776894_1,,,,,,,,
UPC,745777093,walmart,11.0,05/06/2019,,1,Item,,,,,,,745777093_1,,,,,,,,
UPC,745777170,walmart,96.1,05/06/2019,,1,Item,,,,,,,745777170_1,,,,,,,,
UPC,745777230,walmart,0.0,05/06/2019,,1,Item,,,,,,,745777230_1,,,,,,,,
UPC,745777415,walmart,1.74,05/04/2019,,1,Item,,,,,,,745777415_1,,,,,,,,
UPC,745777443,petsmart,14.6,05/04/2019,,1,Item,,,,,,,745777443_1,,,,,,,,
UPC,745777693,star_market,1.26,05/04/2019,,1,Item,,,,,,,745777693_1,,,,,,,,
UPC,745777737,dollar_general,84.68,05/04/2019,,1,Item,,,,,,,745777737_1,745777737_2,,,,,,,
UPC,745777886,bjs,182.43,05/07/2019,,1,Item,,,,,,,745777886_1,745777886_2,745777886_3,,,,,,
UPC,745777942,walmart,38.25,05/06/2019,,1,Item,,,,,,,745777942_1,,,,,,,,
UPC,745778146,walmart,59.33,05/05/2019,,1,Item,,,,,,,745778146_1,,,,,,,,
UPC,745778193,dollar_general,74.83,05/07/2019,,1,Item,,,,,,,745778193_1,,,,,,,,
UPC,745778445,bjs,51.08,05/07/2019,,1,Item,,,,,,,745778445_1,745778445_2,,,,,,,
UPC,745778475,walgreens,15.67,05/03/2019,,1,Item,,,,,,,745778475_1,,,,,,,,
UPC,745778575,walmart,25.51,05/06/2019,,1,Item,,,,,,,745778575_1,,,,,,,,
UPC,745779100,walmart,48.91,05/07/2019,,1,Item,,,,,,,745779100_1,,,,,,,,
UPC,745779164,walgreens,16.95,05/02/2019,,1,Item,,,,,,,745779164_1,,,,,,,,
UPC,745779362,walmart,130.98,05/06/2019,,1,Item,,,,,,,745779362_1,745779362_2,,,,,,,
UPC,745779365,walmart,67.49,05/07/2019,,1,Item,,,,,,,745779365_1,,,,,,,,
UPC,745779677,bjs,53.15,04/26/2019,,1,Item,,,,,,,745779677_1,745779677_2,,,,,,,
UPC,745779721,petsmart,34.07,05/07/2019,,1,Item,,,,,,,745779721_1,,,,,,,,
UPC,745779740,walmart,22.85,05/06/2019,,1,Item,,,,,,,745779740_1,,,,,,,,
UPC,745779830,walmart,18.25,05/05/2019,,1,Item,,,,,,,745779830_1,,,,,,,,
UPC,745779845,bjs,58.14,05/04/2019,,1,Item,,,,,,,745779845_1,,,,,,,,
UPC,745779955,walmart,98.82,05/04/2019,,1,Item,,,,,,,745779955_1,,,,,,,,
UPC,745780272,walmart,11.54,05/06/2019,,1,Item,,,,,,,745780272_1,,,,,,,,
UPC,745780299,walgreens,75.0,05/07/2019,,1,Item,,,,,,,745780299_1,,,,,,,,
UPC,745780455,walmart,17.51,05/06/2019,,1,Item,,,,,,,745780455_1,,,,,,,,
UPC,745780573,walgreens,24.77,05/04/2019,,1,Item,,,,,,,745780573_1,745780573_2,,,,,,,
UPC,745780657,walmart,4.1,05/07/2019,,1,Item,,,,,,,745780657_1,,,,,,,,
UPC,745780666,walgreens,57.42,05/07/2019,,1,Item,,,,,,,745780666_1,,,,,,,,
UPC,745780682,walgreens,15.77,05/07/2019,,1,Item,,,,,,,745780682_1,745780682_2,,,,,,,
UPC,745780692,walmart,7.95,05/01/2019,,1,Item,,,,,,,745780692_1,,,,,,,,
UPC,745780779,dollar_general,3.2,05/07/2019,,1,Item,,,,,,,745780779_1,,,,,,,,
UPC,745780860,staples,37.62,05/07/2019,,1,Item,,,,,,,745780860_1,,,,,,,,
UPC,745780900,dollar_general,13.24,05/05/2019,,1,Item,,,,,,,745780900_1,,,,,,,,
UPC,745780940,walmart,54.47,05/06/2019,,1,Item,,,,,,,745780940_1,,,,,,,,
UPC,745780948,walmart,23.8,05/06/2019,,1,Item,,,,,,,745780948_1,,,,,,,,
UPC,745780977,fred_meyer,39.91,05/07/2019,,1,Item,,,,,,,745780977_1,,,,,,,,
UPC,745781253,walmart,11.12,05/06/2019,,1,Item,,,,,,,745781253_1,,,,,,,,
UPC,745781520,walgreens,96.22,05/07/2019,,1,Item,,,,,,,745781520_1,745781520_2,745781520_3,,,,,,
UPC,745781564,walgreens,11.87,05/06/2019,,1,Item,,,,,,,745781564_1,,,,,,,,
UPC,745781616,walmart,70.01,05/06/2019,,1,Item,,,,,,,745781616_1,745781616_2,,,,,,,
UPC,745781771,fred_meyer,26.25,04/25/2019,,1,Item,,,,,,,745781771_1,,,,,,,,
UPC,745781886,exchange,6.49,05/05/2019,,1,Item,,,,,,,745781886_1,,,,,,,,
UPC,745782255,exchange,6.99,05/05/2019,,1,Item,,,,,,,745782255_1,,,,,,,,
UPC,745782357,ulta_beauty_supply,96.46,05/04/2019,,1,Item,,,,,,,745782357_1,745782357_2,,,,,,,
UPC,745782749,dollar_general,44.15,05/06/2019,,1,Item,,,,,,,745782749_1,745782749_2,745782749_3,,,,,,
UPC,745783189,dollar_general,11.87,05/03/2019,,1,Item,,,,,,,745783189_1,,,,,,,,
UPC,745783300,walgreens,3.8,05/06/2019,,1,Item,,,,,,,745783300_1,,,,,,,,
UPC,745783370,walmart,56.0,05/04/2019,,1,Item,,,,,,,745783370_1,,,,,,,,
UPC,745783576,walgreens,5.49,05/07/2019,,1,Item,,,,,,,745783576_1,,,,,,,,
UPC,745783654,dollar_general,49.67,05/07/2019,,1,Item,,,,,,,745783654_1,745783654_2,,,,,,,
UPC,745783690,discount_drug_mart,8.71,05/03/2019,,1,Item,,,,,,,745783690_1,,,,,,,,
UPC,745783813,shopko,3.59,05/06/2019,,1,Item,,,,,,,745783813_1,745783813_2,,,,,,,
UPC,745783897,walmart,2.82,05/07/2019,,1,Item,,,,,,,745783897_1,,,,,,,,
UPC,745784139,walgreens,23.3,05/07/2019,,1,Item,,,,,,,745784139_1,,,,,,,,
UPC,745784150,walmart,260.96,04/30/2019,,1,Item,,,,,,,745784150_1,745784150_2,,,,,,,
UPC,745784337,walgreens,2.96,05/06/2019,,1,Item,,,,,,,745784337_1,,,,,,,,
UPC,745784577,total_wine_n_more,28.99,05/04/2019,,1,Item,,,,,,,745784577_1,,,,,,,,
UPC,745784695,dollar_general,8.11,05/07/2019,,1,Item,,,,,,,745784695_1,,,,,,,,
UPC,745784882,walmart,83.69,05/07/2019,,1,Item,,,,,,,745784882_1,,,,,,,,
UPC,745785024,walmart,138.36,05/06/2019,,1,Item,,,,,,,745785024_1,,,,,,,,
UPC,745785212,walmart,15.39,05/03/2019,,1,Item,,,,,,,745785212_1,,,,,,,,
UPC,745785223,bjs,76.77,05/05/2019,,1,Item,,,,,,,745785223_1,745785223_2,745785223_3,,,,,,
UPC,745785234,exchange,200.0,05/07/2019,,1,Item,,,,,,,745785234_1,745785234_2,,,,,,,
UPC,745785411,bjs,35.98,05/06/2019,,1,Item,,,,,,,745785411_1,,,,,,,,
UPC,745785528,dollar_general,5.31,05/02/2019,,1,Item,,,,,,,745785528_1,,,,,,,,
UPC,745785694,dollar_general,6.34,05/07/2019,,1,Item,,,,,,,745785694_1,,,,,,,,
UPC,745785725,walmart,26.59,05/05/2019,,1,Item,,,,,,,745785725_1,,,,,,,,
UPC,745786243,walmart,32.34,05/04/2019,,1,Item,,,,,,,745786243_1,,,,,,,,
UPC,745786416,winco_foods,54.91,05/03/2019,,1,Item,,,,,,,745786416_1,745786416_2,745786416_3,,,,,,
UPC,745786615,fred_meyer,219.58,05/01/2019,,1,Item,,,,,,,745786615_1,745786615_2,745786615_3,745786615_4,,,,,
UPC,745786643,walgreens,18.08,05/07/2019,,1,Item,,,,,,,745786643_1,745786643_2,,,,,,,
UPC,745786667,exchange,18.95,05/06/2019,,1,Item,,,,,,,745786667_1,,,,,,,,
UPC,745786993,walmart,93.52,05/06/2019,,1,Item,,,,,,,745786993_1,,,,,,,,
UPC,745787115,walmart,23.27,05/07/2019,,1,Item,,,,,,,745787115_1,,,,,,,,
UPC,745787156,walmart,28.01,05/07/2019,,1,Item,,,,,,,745787156_1,,,,,,,,
UPC,745787195,fred_meyer,49.99,05/06/2019,,1,Item,,,,,,,745787195_1,,,,,,,,
UPC,745787319,fred_meyer,3.39,05/04/2019,,1,Item,,,,,,,745787319_1,,,,,,,,
UPC,745787558,dollar_general_market,13.41,05/06/2019,,1,Item,,,,,,,745787558_1,,,,,,,,
UPC,745787631,fred_meyer,0.24,05/01/2019,,1,Item,,,,,,,745787631_1,,,,,,,,
UPC,745787732,walmart,55.19,05/07/2019,,1,Item,,,,,,,745787732_1,,,,,,,,
UPC,745787783,harps_food_store,69.36,05/07/2019,,1,Item,,,,,,,745787783_1,,,,,,,,
UPC,745787948,fred_meyer,56.68,05/01/2019,,1,Item,,,,,,,745787948_1,,,,,,,,
UPC,745788154,shopko,6.85,05/07/2019,,1,Item,,,,,,,745788154_1,745788154_2,,,,,,,
UPC,745788297,discount_drug_mart,5.98,05/05/2019,,1,Item,,,,,,,745788297_1,745788297_2,,,,,,,
UPC,745788379,bjs,18.99,05/07/2019,,1,Item,,,,,,,745788379_1,745788379_2,745788379_3,,,,,,
UPC,745788451,dollar_general,2.39,05/06/2019,,1,Item,,,,,,,745788451_1,,,,,,,,
UPC,745788580,walmart,56.95,05/07/2019,,1,Item,,,,,,,745788580_1,,,,,,,,
UPC,745788592,winco_foods,14.36,05/06/2019,,1,Item,,,,,,,745788592_1,745788592_2,,,,,,,
UPC,745788830,dollar_general,8.22,05/03/2019,,1,Item,,,,,,,745788830_1,,,,,,,,
UPC,745788970,walmart,13.12,05/07/2019,,1,Item,,,,,,,745788970_1,745788970_2,745788970_3,745788970_4,,,,,
UPC,745789211,fred_meyer,50.9,05/04/2019,,1,Item,,,,,,,745789211_1,745789211_2,,,,,,,
UPC,745789237,walmart,49.41,05/05/2019,,1,Item,,,,,,,745789237_1,,,,,,,,
UPC,745789353,walmart,5.0,05/06/2019,,1,Item,,,,,,,745789353_1,,,,,,,,
UPC,745789356,petsmart,1.07,05/05/2019,,1,Item,,,,,,,745789356_1,745789356_2,,,,,,,
UPC,745789437,walmart,17.81,05/07/2019,,1,Item,,,,,,,745789437_1,,,,,,,,
UPC,745789444,petsmart,21.89,05/05/2019,,1,Item,,,,,,,745789444_1,,,,,,,,
UPC,745789520,dollar_general,9.0,05/07/2019,,1,Item,,,,,,,745789520_1,,,,,,,,
UPC,745789626,walmart,58.08,05/06/2019,,1,Item,,,,,,,745789626_1,745789626_2,,,,,,,
UPC,745789642,walmart,28.69,05/07/2019,,1,Item,,,,,,,745789642_1,,,,,,,,
UPC,745789659,walmart,13.16,05/02/2019,,1,Item,,,,,,,745789659_1,,,,,,,,
UPC,745789825,dollar_general,2.14,05/06/2019,,1,Item,,,,,,,745789825_1,,,,,,,,
UPC,745789875,staples,355.99,05/06/2019,,1,Item,,,,,,,745789875_1,745789875_2,745789875_3,745789875_4,,,,,
UPC,745789994,walmart,19.44,05/05/2019,,1,Item,,,,,,,745789994_1,,,,,,,,
UPC,745790035,winco_foods,5.84,05/07/2019,,1,Item,,,,,,,745790035_1,745790035_2,,,,,,,
UPC,745790100,walmart,52.55,05/04/2019,,1,Item,,,,,,,745790100_1,,,,,,,,
UPC,745790194,walgreens,18.02,04/29/2019,,1,Item,,,,,,,745790194_1,745790194_2,,,,,,,
UPC,745790411,winco_foods,81.18,04/22/2019,,1,Item,,,,,,,745790411_1,745790411_2,,,,,,,
UPC,745790718,walgreens,36.4,04/23/2019,,1,Item,,,,,,,745790718_1,745790718_2,,,,,,,
UPC,745790753,star_market,17.61,05/07/2019,,1,Item,,,,,,,745790753_1,,,,,,,,
UPC,745790772,walmart,63.2,05/05/2019,,1,Item,,,,,,,745790772_1,,,,,,,,
UPC,745790828,bed_bath_and_beyond,11.86,05/05/2019,,1,Item,,,,,,,745790828_1,745790828_2,,,,,,,
UPC,745790865,bjs,21.72,05/07/2019,,1,Item,,,,,,,745790865_1,745790865_2,,,,,,,
UPC,745790878,winco_foods,7.5,05/04/2019,,1,Item,,,,,,,745790878_1,,,,,,,,
UPC,745790927,cub,42.62,05/05/2019,,1,Item,,,,,,,745790927_1,745790927_2,,,,,,,
UPC,745790984,walmart,5.28,05/07/2019,,1,Item,,,,,,,745790984_1,,,,,,,,
UPC,745791118,walmart,122.3,04/30/2019,,1,Item,,,,,,,745791118_1,745791118_2,,,,,,,
UPC,745791290,dollar_general,8.24,05/06/2019,,1,Item,,,,,,,745791290_1,,,,,,,,
UPC,745791358,walmart,108.33,05/07/2019,,1,Item,,,,,,,745791358_1,745791358_2,,,,,,,
UPC,745791464,walmart,171.36,05/07/2019,,1,Item,,,,,,,745791464_1,745791464_2,,,,,,,
UPC,745791667,kmart,77.61,04/25/2019,,1,Item,,,,,,,745791667_1,745791667_2,745791667_3,,,,,,
UPC,745791759,walmart,34.24,05/07/2019,,1,Item,,,,,,,745791759_1,745791759_2,745791759_3,,,,,,
UPC,745791830,walmart,114.41,05/06/2019,,1,Item,,,,,,,745791830_1,745791830_2,,,,,,,
UPC,745792022,walmart,33.02,05/04/2019,,1,Item,,,,,,,745792022_1,,,,,,,,
UPC,745792069,walgreens,34.75,05/06/2019,,1,Item,,,,,,,745792069_1,,,,,,,,
UPC,745792374,bjs,131.27,05/01/2019,,1,Item,,,,,,,745792374_1,745792374_2,,,,,,,
UPC,745792479,meijer,69.63,05/07/2019,,1,Item,,,,,,,745792479_1,745792479_2,745792479_3,745792479_4,,,,,
UPC,745792551,walgreens,17.17,05/06/2019,,1,Item,,,,,,,745792551_1,,,,,,,,
UPC,745792647,walmart,68.72,05/06/2019,,1,Item,,,,,,,745792647_1,,,,,,,,
UPC,745792649,meijer,31.32,05/02/2019,,1,Item,,,,,,,745792649_1,745792649_2,,,,,,,
UPC,745792693,petsmart,66.05,05/05/2019,,1,Item,,,,,,,745792693_1,745792693_2,745792693_3,,,,,,
UPC,745792787,ulta_beauty_supply,67.0,05/02/2019,,1,Item,,,,,,,745792787_1,,,,,,,,
UPC,745792800,walmart,302.71,05/06/2019,,1,Item,,,,,,,745792800_1,,,,,,,,
UPC,745792811,staples,109.07,05/06/2019,,1,Item,,,,,,,745792811_1,,,,,,,,
UPC,745793698,walmart,52.08,04/29/2019,,1,Item,,,,,,,745793698_1,,,,,,,,
UPC,745793824,winco_foods,72.9,05/06/2019,,1,Item,,,,,,,745793824_1,745793824_2,,,,,,,
UPC,745794021,walmart,82.16,05/02/2019,,1,Item,,,,,,,745794021_1,,,,,,,,
UPC,745794081,walmart,107.55,05/04/2019,,1,Item,,,,,,,745794081_1,,,,,,,,
UPC,745794178,walmart,6.36,05/06/2019,,1,Item,,,,,,,745794178_1,,,,,,,,
UPC,745794355,walmart,27.15,05/03/2019,,1,Item,,,,,,,745794355_1,,,,,,,,
UPC,745794563,walmart,8.12,05/07/2019,,1,Item,,,,,,,745794563_1,,,,,,,,
UPC,745794767,walmart,243.18,05/06/2019,,1,Item,,,,,,,745794767_1,,,,,,,,
UPC,745795357,walmart,24.26,05/06/2019,,1,Item,,,,,,,745795357_1,,,,,,,,
UPC,745795773,walmart,2.5,05/02/2019,,1,Item,,,,,,,745795773_1,,,,,,,,
UPC,745795799,walmart,183.96,05/07/2019,,1,Item,,,,,,,745795799_1,745795799_2,,,,,,,
UPC,745796045,bjs,52.24,05/06/2019,,1,Item,,,,,,,745796045_1,,,,,,,,
UPC,745796281,walgreens,46.28,05/06/2019,,1,Item,,,,,,,745796281_1,,,,,,,,
UPC,745796730,walmart,8.0,05/07/2019,,1,Item,,,,,,,745796730_1,,,,,,,,
UPC,745796918,ulta_beauty_supply,28.35,05/06/2019,,1,Item,,,,,,,745796918_1,,,,,,,,
UPC,745797199,walgreens,15.87,05/06/2019,,1,Item,,,,,,,745797199_1,745797199_2,,,,,,,
UPC,745797485,petsmart,12.3,05/07/2019,,1,Item,,,,,,,745797485_1,,,,,,,,
UPC,745797792,dollar_general,8.57,05/01/2019,,1,Item,,,,,,,745797792_1,,,,,,,,
UPC,745798011,walmart,25.74,05/07/2019,,1,Item,,,,,,,745798011_1,,,,,,,,
UPC,745798222,walmart,17.08,05/05/2019,,1,Item,,,,,,,745798222_1,,,,,,,,
UPC,745798229,walmart,9.5,05/07/2019,,1,Item,,,,,,,745798229_1,745798229_2,,,,,,,
UPC,745798385,walmart,72.52,05/05/2019,,1,Item,,,,,,,745798385_1,745798385_2,,,,,,,
UPC,745798566,walmart,8.34,05/07/2019,,1,Item,,,,,,,745798566_1,,,,,,,,
UPC,745799044,walmart,135.34,05/06/2019,,1,Item,,,,,,,745799044_1,,,,,,,,
UPC,745799248,walmart,23.4,05/07/2019,,1,Item,,,,,,,745799248_1,,,,,,,,
UPC,745799274,dollar_general,13.06,05/04/2019,,1,Item,,,,,,,745799274_1,,,,,,,,
UPC,745799328,walmart,217.23,05/04/2019,,1,Item,,,,,,,745799328_1,,,,,,,,
UPC,745799649,walmart,50.47,05/06/2019,,1,Item,,,,,,,745799649_1,,,,,,,,
UPC,745799867,petsmart,3.77,05/06/2019,,1,Item,,,,,,,745799867_1,745799867_2,,,,,,,
UPC,745799881,dollar_general,690.21,05/03/2019,,1,Item,,,,,,,745799881_1,745799881_2,,,,,,,
UPC,745800160,discount_drug_mart,15.89,05/06/2019,,1,Item,,,,,,,745800160_1,745800160_2,745800160_3,,,,,,
UPC,745800188,total_wine_n_more,8.05,05/06/2019,,1,Item,,,,,,,745800188_1,745800188_2,,,,,,,
UPC,745800582,petsmart,5.66,05/02/2019,,1,Item,,,,,,,745800582_1,745800582_2,,,,,,,
UPC,745800673,dollar_general,17.71,05/03/2019,,1,Item,,,,,,,745800673_1,,,,,,,,
